##SYN
	0	
hunt down	01143838
hurdle	01967205
hurl	01507143,02062212,01067664
hurrah	00913982
hurry	02055649,00459498,00459296
hurt	02122164,00064643,01792567,00260470,01793177,02121511,00065070
hurtle	02092183,02062212,01507143
husband	02269143
hush	00461354,00461493,02190188,00461234,00461057
hush up	02148109,00461493
husk	00181258
hustle	02096312,02058191,02322596,02210496,00767019
hybridise	01429953
hybridize	01429953
hydrate	00214407,00214268,00214020
hydrogen-bomb	01133096
hydrogenate	00308534
hydrolise	00564300
hydrolize	00564300
hydrolyse	00564151
hydrolyze	00564151
hydroplane	01943153
hygienise	01245052
hygienize	01245052
hymn	01731718,00861423
hype	00954908
hype up	01763482
hyperbolise	00839834
hyperbolize	00839834
hyperextend	00028010
hypertrophy	00094153
hyperventilate	00003133,00002942
hyphen	01700326
hyphenate	01700326
hypnotise	00020671
hypnotize	00020671
hypophysectomise	00181005
hypophysectomize	00181005
hypostatise	00692718
hypostatize	00692718
hypothecate	01062050,00633443
hypothesise	00633443
hypothesize	00633443
ice	01517175,00375579,00370921
ice over	02758581
ice skate	01937222
ice up	02758581
idealise	00692907,00624967
idealize	00692907,00624967
ideate	01636397
identify	00618878,01026095,00691944,00714531,00652346,00618451
idle	01526483,02417504
idolise	01778017
idolize	01778017
ignite	02759614,02760622,01761120
ignore	01059564,00800930,02119241,00616857,00595505
ill-treat	02516594
ill-use	02516594
illegalise	02480923
illegalize	02480923
illume	00291873
illuminate	00291873,00621058,01683758
illumine	00291873
illustrate	01021128,01687401,01668421
image	02151603,01635432
imagine	01636397,00631737
imbed	01528821
imbibe	01539063,01540042,01170052,00602510
imbricate	02689146,02689008
imbrue	00498163
imbue	01229071,00456151,00287735
imitate	01742886,02674879,01694263
immaterialise	00547802
immaterialize	00547802
immerse	01577635,00601043,01582409,00601378
immigrate	00415967,00413704,00413432
immingle	01462468
immix	00394813
immobilise	02214864,01207149,01121508,00269889,00269423,00269140
immobilize	02214864,01207149,01121508,00269889,00269423,00269140
immolate	02325736
immortalise	00612042,00553208
immortalize	00612042,00553208
immunise	01128778,00086835
immunize	01128778,00086835
immure	02494356
impact	01343482,00137313
impair	00262881,00477941
impale	01444326,01572003
impanel	02472703,00625963
impart	02296153,02324478,02079933
impeach	00867843,00844744,00842989
impede	02451370,01476483
impel	01650425,01511706
impend	02726884
imperil	02697120
impersonate	01723690,00849788,00837288
impinge	02569790,01993352
impinge on	01236164
implant	01528821,01290730,00734790
implement	02408965,02560164,00486018
implicate	02677332,02634808
implode	00305846
implore	00759269
imply	00929839,00930599,02635189,02636921,02636132
import	02346136,02232722,00932636
importune	00777931
impose	02560424,00748282,02306462
impound	02273293,01302183
impoverish	02317661,00172732
imprecate	00865958,00865387
impregnate	00498299,00497705,00053341,00053159
impress	01767949,01769902,00728393,01531742,01747945,01471547,00283805
imprint	02430922,01531742
imprison	02494356,02495817
improve	00205885,00205046
improvise	01728840,02587895
improvize	01728840
impugn	00868009
impulse-buy	02353984
impute	00726300,00726784
inactivate	01098206,00191517
inaugurate	02395782,02425337,00349592
incandesce	00572186,00572021
incapacitate	00512186,00091968
incarcerate	02494356
incarnadine	00285506
incarnate	01645157,02698443
incase	01486312
incense	02126686,01786906
inch	02072501
incinerate	00378361,00378042
incise	01555742
incite	01649999,00851239,01230710
incline	02719399,02171322,02063018,02037090,01772172,00680841
inclose	01587062,00187526
include	02632940,00684838,00183879,02449847
incommode	02507736
inconvenience	02507736
inconvenience oneself	02507464
incorporate	00466651,02629535,02448079,01541000
increase	00156601,00153263
incriminate	02636921,00842989
incrust	01517355,01261628,00255079
incubate	00254150,00060185
inculcate	00606600
inculpate	02636921
incur	02721031,00522751
incurvate	02036339,01280645
indemnify	02251247,02250625
indent	01745377,01279833,01279631,01277173,00885569
indenture	00885569
index	02472817,02354112,00702434
indicate	00921300,00923793,00928015,00772640,00928232
indict	02521284
indispose	00681125,00301338,00064889
indite	01698271
individualise	00651759,00388065
individualize	00651759,00388065
individuate	02698178,00141362
indoctrinate	00605086
indorse	02453889,02556817,02447793,00997794
induce	01644050,00770437,01644522,00636441,01737417
induct	02384275,02390470,02384554,01737417,00829761
indue	02474239
indulge	02511276,01182293,01191645,02570267
indurate	00576384,00443384,00443116,00272910
industrialise	00576979,00500356
industrialize	00576979,00500356
indwell	02617196
inebriate	01812324,01190494,01190277
infatuate	01760677
infect	00089750,00088713,02580237,00605498
infer	00636574,01022420,00944924,00636061,00593522
infest	02020413,02654686,02654585
infiltrate	01913707,02435634,01913532,01913363
infix	01421622,01298545
inflame	00063724,02761685,02761372,01761120,00063557
inflate	00264386,00264034,00562882,00562523,00256117
inflect	00982514,00982293
inflict	00748282
influence	02536557,00701040,00776523
inform	00831651,00522613,00833199
infract	02566528
infringe	02567147,01993352
infuriate	01786906
infuscate	00311865
infuse	00606600,00498299,00327654,00327362,00086598
ingeminate	00958334
ingest	01156834,00602255
ingraft	01530678
ingrain	01530898,00728393
ingratiate	01804595
ingurgitate	01193099
inhabit	02649830,02654416,02755773
inhale	01198779,00005041
inhere	02653564
inhere in	02705535
inherit	02315525,02315938,02315759
inhibit	00462092,00462689,02451679,02423762
inhume	02456493
initial	00997307
initialise	00700896,00563552
initialize	00700896,00563552
initiate	01628449,01641914,02390470,00964911,00539546
inject	00086320,00187268,01585523,01199213,01195201,00914769
injure	00069879,01793177,00260470
ink	00997020,00509100,00453680
inlay	01682039
inmarry	02489183
innervate	02226706,00503569
innovate	01642437
inoculate	00832617,00188252,00086835,00056093,00053517
inosculate	01292366,01292169
input	01422539
inquire	00784342,00729378,00785962
inscribe	01321895,02471327,01583344,01001008,00997133,00994076,00887325
inseminate	01501347,00052548
insert	01421622,00187526,01389776,01025602
inset	00188466
insinuate	02078855,00927711
insist	00818974,00777931,00717045
insolate	02112546
inspan	01491186
inspect	02165543,01844048,00697062
inspire	01812720,01646682,00771961,00858781,00605310,00005041
inspirit	00193130
inspissate	00431610,00431327,00431117
instal	01569566,02384041,01570108
install	01569566,02384041,01570108
instance	01021128
instantiate	02155799,02155493
instigate	00851239,00771961
instil	01422662
instill	02325042,01422662,00728393,00606600,00498299
institute	01647229,01618547
institutionalise	02348568
institutionalize	02348568
instruct	00829107,00749963,00831074
instrument	02340543,01707925,00991151
instrumentate	01707925
insufflate	02309801,00079629,00007193
insulate	00495038,00494269
insult	00848420
insure	00662589,00890590,00891216,02251065
integrate	00466651,02481900,00467451,00642980
intend	00708538,00709379,00955148,00931852
intensify	00290302,00227165,00226566,00574735
inter	02456493
interact	02376958
interbreed	01429953
intercalate	00189927
intercede	00760956
intercept	01440378,02188848
interchange	02257767,02257370,00121926,00121678
intercommunicate	02622812,00740577
interconnect	02622969,01355646
interdepend	02622033
interdict	01621418,00795863
interest	01821423,02678438,02678663
interfere	02451912,02538765
interiorise	00729781
interiorize	00729781
interject	00914769
interlace	01517662,01606736
interlard	00189189
interleave	02335262,01376818,00189364
interlink	02622969,01355646
interlock	00405079,01606736,01606018
interlope	02591736
interlude	01713796
intermarry	02490090
intermediate	00760956
intermingle	01462468
intermit	00779061
intermix	01462468
intern	02495387,02446819
internalise	00729781
internalize	00729781
internationalise	02441686,00409119
internationalize	02441686,00409119
interpellate	00785329
interpenetrate	01227235,01229071
interpolate	00642644,00201407
interpose	02098964,02079051,00914769,02538765
interpret	00623151,00938247,01732172,01686132,00959827,00593852
interrelate	02724417,00713818
interrogate	00973530,00788184
interrupt	00778275,00520019,00520357,00364064
intersect	02023396
intersperse	01376620,00189189
interstratify	00506827
intertwine	01517662,01674544,01673472
intervene	02538765,02691489,00340846
interview	00808855,00809248,00809453
interweave	01518924
intimate	00927711,00930806
intimidate	01781180,01819554
intonate	01050313,01049737
intone	01066775,01049737,01050313
intoxicate	01811736,01190494,00088532
intransitivise	00420909
intransitivize	00420909
intrench	01531025
intrigue	02678839,00707956
introduce	00901103,01642437,00187526,02078591,01618693,01421622,01065115,00706693,00901799,00349592
introject	00554894
intromit	02502536
introspect	00631591
introvert	01506812,00533897
intrude	02018524,02571251,02169119,00747757
intrude on	02019716
intrust	02349212
intubate	01422172
intuit	00590761
intumesce	01990946,00256507
intussuscept	01507006
inunct	00085626
inundate	01524523,00217700
inure	00272910
invade	01126360,02019716,02654686,01227488
invaginate	01581789,01506812
invalid	02404784,00091968
invalidate	02478059,00800460,00667102,00448440
inveigh	00911261,00910364
inveigle	00768778
invent	01632411,01634424
inventory	02472495
invert	00387153,00386965,00386715
invest	02271137,02474239,02386675,02386388,02384275
investigate	00789138,00785962
invigilate	02593354
invigorate	01812720,00442063,00192836,00028362
invite	01760143,02384686,01807529,00793580,02384940,01469770,01063695,01470225
invite out	02486693
invoice	02320903
invoke	01629958,01024864,00755447
involve	02677097,02677567,02636132,02627934,02633218,00600724,00401538
inweave	01518449
iodinate	00520881
iodise	00184907,00080169
iodize	00184907,00080169
ionate	00521185
ionise	00267041,00266798
ionize	00267041,00266798
iridesce	02733928
irk	01786760
iron	01390833
iron out	00208055,01390833
irradiate	00926932,00291757,00291444
irrigate	00228236,00079951
irritate	01787955,00063291,00503715
irrupt	02018524,00307785,00157623
islamise	00386252,00385685
islamize	00386252,00385685
island hop	02095900
isolate	00494269,00496770,00495808,00655378
isomerise	00575169,00574996
isomerize	00575169,00574996
issue	00967625,02479323,01063049,00528990,01064799
issue forth	02743921
italicise	01749017
italicize	01749017
itch	02119874,02121188,02121423,01825761
itemise	00946588,00946105
itemize	00946105,00946588
iterate	00958334,00343600
itinerate	02102247
jab	01229976,01230555,01230350
jabber	01051956
jack	01219544,01145365
jack off	01430633
jack up	01219544
jacket	01334931,00048790
jackknife	01963459
jacklight	01145365
jackrabbit	02097676
jactitate	01890792
jade	00076114,00075021
jag	01255624
jail	02494356
jam	02064131,01993668,01492944,01057034,01525177,01524298,01476483
jampack	01524298
jangle	02172683
japan	01682946
jar	02667698,01864865,01865051,01769090,01497864
jar against	01240308
jaundice	00477107,00106723
jaunt	01843055
jaw	01038666,01037498,01201089,00824767
jawbone	01039162
jaywalk	01915253
jazz	01725734,01426397
jazz around	01882689
jazz up	00192659
jeer	00850192
jell	00442669
jellify	00507331,00507143
jelly	00507143
jeopardise	02697120
jeopardize	02697120,02545272
jerk	01592072,01891817,00009631,01884383,01591158
jerk off	01430633
jest	00853633,00105554
jest at	00851933
jet	01516290,01942234
jettison	02223136,01510082
jewel	01678685
jib	02583545,01946817
jibe	02657219,01946817
jig	01898032
jiggle	01898282
jilt	00613248
jimmy	01593254
jingle	02172683
jingle-jangle	02172683
jinx	00776988,00703184
jitterbug	01898181
jive	01708542
job	02572913,02461063,02420789,02272090
jockey	01104624,01110143,01087074
jog	02684453,01987648,01928390,01901447,01231528,00794533
joggle	01898282,01604586
join	02434976,01295275,02598765,01291069,02622234
join battle	01091160
join forces	02416278
joint	02660147,02354287,01604696,01557426
joke	00853633,00105554
jollify	02491383
jolly	00855295
jolly along	00859325
jolly up	00859325
jolt	01864865,01762963
josh	00855295
jostle	01914453,01871680
jot	01006056
jot down	01006056
jounce	01892608
journey	01845720,01846916
joust	01122736
joy	01813884,01813499
joyride	01956708
jubilate	02491262,00857923
judder	01891638
judge	00672277,00670261,00672433,00971650,02501278
jug	02494356,00324071
juggle	02578235,02577391,02438383,01604814,01602527
juice up	00192659
julienne	01257049
jumble	02739861,01657254,01472807
jump	01963942,01910373,01121178,00155727,02674564,01082937,00155547,02105082,02011865,01968275,01965156,01859050,00616498,00560391,00121506
jump-start	01859050,00349223
jump for joy	01813668
jump off	00347104,02105082
jump on	01923414
jump out	02674564
jumpstart	01859050,00349223
junk	02223238
junket	01843364,01186208,01185981
junketeer	01843364
justify	00896803,00896141,00894738,00902424,00489699
jut	02713372
jut out	02713372
juxtapose	01501960
kayak	01947735
kayo	01414088
keel	01924882
keel over	01976702
keen	01802219
keep	02681795,02684924,02202384,02450505,02578872,00732552,02202928,01065877,02651853,02410175,01184625,02734800,02578510,02422663,02733122,02652016,02283716,02204094,02203844,02203168,01302019,00212414
keep abreast	00118764
keep an eye on	02455407
keep apart	00495808
keep away	02451113
keep back	02422663,02283324,02213690
keep company	02716767
keep down	00235918,02424128,00077369
keep going	02684254,02623346,00908621
keep guard	02455159
keep in	02496388
keep in line	01803936
keep mum	01041061
keep note	00737193
keep off	01189823,00811720
keep on	02410175
keep one's distance	02655698
keep one's eyes off	02655698
keep one's eyes open	02167210
keep one's eyes peeled	02167210
keep one's eyes skinned	02167210
keep one's hands off	02655698
keep one's mouth shut	00937619
keep one's nose to the grindstone	02415573
keep one's shoulder to the wheel	02415573
keep open	02283716
keep out	02449340,00118435
keep pace	01114143
keep quiet	00937619
keep step	01114143
keep tabs on	02455861
keep to oneself	02371352,02214042
keep track	00595134
keep up	01113975,02679530,02280132,00118764,00020449
kennel	02459799
keratinise	00576860,00576684
keratinize	00576860,00576684
kern	02366105,02365936
key	00652346,02338227,01520655,00483656,00482749
key out	00652346
keynote	00299188,00768265
kibbitz	01058995
kibitz	01058995
kibosh	02559752
kick	01371756,01936233,01370561,02048511,01371454,01196524,01112979,00907147
kick-start	01858016
kick about	02604305
kick around	02604305,02516978,00813651
kick back	02355259,01371454
kick down	01586738
kick downstairs	02399331
kick in	02609439,02308741,01586738
kick off	02395782
kick one's heels	02638206
kick out	02501738,02401809
kick the bucket	00358431
kick up	01371651,01646866
kick upstairs	02397637
kid	00851100,00855295
kidnap	01471043
kill	01323958,02473688,00355038,02748495,02198819,01809617,01407376,01407235,01325774,01325536,01202374,00478830,00355524,00355365,00355177
kill off	01327582
kill oneself	01146382
kindle	02761685,02761372,01759326
kink	01223833,00362128
kink up	01223833
kip	00014742
kip down	00017865
kiss	01431230,01431723
kit	02341200
kit out	02341200
kit up	02341200
kite	02206313,02206140,01942560,01848190
kitten	00058135
knap	01414288,01259458
knead	01235355,01232738
kneecap	01137415
kneel	01545649
knell	02181865,02181538
knife	01231652
knight	02399185
knit	01671039,01672014,01278817
knock	01238640,01414467,01239619,02185373,02178866,00826509
knock about	01417705,02604305
knock against	01240308
knock back	02702674
knock cold	01414088
knock down	01239862,01412346,00336158
knock off	01327301,02349597,02322230,01700655,00363110
knock out	00472426,01414088,00180602,01809980,00451153
knock over	01909978
knock up	00053159
knot	01673732,01300144,01521124
know	00594621,00595935,00595630,00594337,00596644,00592883,00596132,01426397,00608670,00608502,00608372
know apart	00650016
know the score	00596484
know what's going on	00596484
know what's what	00596484
knuckle	01605291,01605169
knuckle down	02421199
knuckle under	00804476
kotow	00880978
kowtow	02040709,00880978
kvetch	00907147
label	01029852,01588493,00971650,00651480,00650932
labialise	00980339
labialize	00980339
labor	02406916,02419773,00057506
labour	02419773,02406916,00057506
lace	01517662,01674717,01674375,01521603,00222135
lace into	01242537
lace up	01521603
lacerate	01559340,01793587
lack	02632353
lacquer	01682761
lactate	01186428
ladder	00334803
lade	01578821,01489989
laden	01578821,01489989
ladle	01578993,01578821
lag	01997862,02494356,01513045,01339050
laicise	00534094
laicize	00534094
lallygag	02639075
lam	02075049,01416193
lam into	01242537
lamb	00058265
lambast	01412204,00824767
lambaste	01412204,00824767
lame	00091647
lament	01802219,00911350
laminate	01625666,01391538,01365131,01232387
lampoon	00852685
lance	02085158,01604119,01603885
land	01979901,01981036,00135857,02087156,02358527,01981436,01981279
land up	01477888,00352558
landscape	01751836,01741221
languish	00389992,01805684,00093593
lap	02692197,01432176,02188198,01170983,00217576
lap up	01170983
lapidate	01323518,01232554
lapidify	00507485
lapse	01972131,00351824,00204585,00093327,02303761,02072849
lard	01679669,00956405
lark	01883716
lark about	01883716
larn	00597915
larrup	01420928
lash	01411085,01877946,01398032,01303707
lash out	00862683
lash together	01287537
lasso	01604251
last	02704928,02618149
last out	02619122
latch	01286777
latch on	01216194,00602112,00590366
lateralize	02103781
lather	01411085,00512043,00109540,00036932
latinise	00995525,00386566
latinize	00995525,00961243,00386566
laud	00860620
laugh	00031820
laugh at	00851933
laugh away	00802136
laugh loudly	00031540
laugh off	00802136
laugh softly	00031663
launch	02427103,01514655,01515415,00347918,01515196,01253363
launder	01535246,00188949
lave	00217576,00036362,00025034
lavish	02264601
lay	01494310,01544692,01651972,01545079,02307261
lay aside	02265979
lay away	02305856
lay claim	02275365
lay down	00665476
lay eyes on	02130160
lay hands on	01212024
lay in	02281093
lay into	01242537
lay off	02680814,02403537
lay on the line	02545578
lay out	01474209,00407848,02366575,00772967,00711040
lay over	02652922,01469263
lay to rest	02456493
lay up	00512482
lay waste to	00388635
layer	01262113
laze	02417504
leach	02071837,02071627,00488617
lead	01999798,02635659,02635956,01999423,00771632,02685951,02440244,02687385,02555908,01732921,02686471,01999218,02686625,00813790
lead astray	02580392,02000288,00854420
lead by the nose	00839194
lead off	02580392,00348746
lead on	00783956,02575082
lead up	00539546
leaf	02153023,02089837,00095747
league	00369064
league together	02430078
leak	00937023,00936169,00529759,00258109
leak out	00936169
lean	02038357,01606574,02719399,00688261,02039013
lean against	01590007
lean back	02039156
lean on	01590007
leap	01963942,00560391,02105082,01965156
leap out	02674564,01966501
leapfrog	01965911,00249188
learn	00597915,00598954,00604576,00599992,00829107,00920336
lease	02460199,02460619,02208903,02208537
leash	01289155
leather	01398682
leave	02009433,00613683,02729414,00136991,02015598,02721438,02635659,02383440,02356230,02229055,02730135,00360092,02296153,00613018
leave alone	00136991
leave behind	02081578,00360092,00136991
leave no stone unturned	01316209
leave off	02684078,00615774,00572661
leave office	02382367
leave out	00615774,00614999
leaven	01975587
lech after	01828256
lecture	00830761,00824767
leech	00086077
leech onto	01357141
leer	02164288
leg it	01906322
legalise	02481436
legalize	02481436
legislate	02466670
legitimate	02481436,00896677,00575359
legitimatise	02481436
legitimatize	02481436
legitimise	02481436
legitimize	02481436
lend	02324478,02324182,02736391
lend oneself	02707429
lengthen	00317700,00316631
lenify	01765392
lessen	00151689,00441445,00232956
let	02423183,00771490,00802318,00120796,00496673,02208903
let down	01973125,01798936
let drive	01134375
let fly	01134375
let go	01474550,02737063
let go of	01474550
let in	02449847,02502536
let it go	02371239
let loose	00983824,01475536
let off	00893878
let on	00933821
let out	00983824,00933821,01475301,00303940
let the cat out of the bag	00937208
let up	00245059,00156276
letter	02290349,01692579,01692443
letter bomb	01133488
levant	02074093
level	01152896,01661804,01307142,01152214,00964237,00356649
level off	00356649
lever	01593254
leverage	02359839,02359690
levitate	01944466,01944252
levy	02306462,01098452
lexicalise	00962190
lexicalize	00962190
liaise	00760956
libel	00847683
liberalise	02467203,02467003
liberalize	02467003,02467203
liberate	02497400,02421374,02497062,01757994
librate	02704617,01878566
licence	02444662
license	02444662
lick	01412912,01432176,00634906,01170983
lie	02690708,01547001,02653381,02734338,00834259,02731390,01985029
lie about	02639905
lie around	02639905
lie awake	01547925
lie dormant	02378330
lie down	01985029
lie in	02653381,00057410
lie in wait	01138204
lie low	02146674,00588703
lie with	01426397
lifehack	00587849
lift	01974062,01579153,01973759,01968569,00986074,00799798,02276866,01455184,00549982,00544549,00178652,02696801,02352181,02278061,02277138,01452057,01311608,00792921,00357198,00354195,00198623,00178773,00178502,00061933
lift off	02014553
lift out	01312371
lift up	01976089,01811736
ligate	01615354,00567484,00083334
light	00291873,01199881,01978700,02759614,02229828,01958452
light up	02761229,00291873,02771169,02764122,01199881
light upon	02286687
lighten	01814074,01487573,00860136,00312815,00280930,00199067
lighten up	01814074,00860136,00312815,00280930
lighter	01954852
lignify	00585499
like	01824736,01777210,01776952,00691665,01825962
liken	00653620
lilt	00950936
limber	01603620,00101137
limber up	01603620,00027064
lime	02083237,01603732
limit	00233335,00235368,00947077
limn	01689379,01688256
limp	01917244,01996402
line	02703539,01270784,01582645,01276361,00454135,00222993
line one's pockets	02278727
line up	02704213,02213336,02036755,00464321,02036650,01073953
linearise	00489145
linearize	00489145
linger	02731242,02639075,02011560,02058590,02640906
linger over	02640226
link	00713167,01354673,02622234,01492052
link up	02622234,01354673,00713167
lionise	02398956
lionize	02398956
lip-read	00627970
lip-sync	01040920
lip-synch	01040920
lip off	00825776
lipread	00627970
lipstick	01689589,00041417
liquefy	02757304,00444309,00443984
liquidate	01327301,02352019,02256589,02254495
liquidise	00444309
liquidize	02247584,00444309
liquify	00444309,00443984
lisp	00982178
list	00945853,02472223,02039013,02038791,00946755
listen	02169891,02171039,02571901
listen in	02170304,02189714
literalise	00623812
literalize	00623812
lithograph	01749394
litigate	02582450,02582042
litter	02735142,01378421,00058401
live	02649830,02614387,02618149,02616713,02614181,00596644,02614970
live down	02615300
live in	01177314
live it up	01191512
live on	02618149
live out	02619020,01177505
live over	00597216
live together	02651193
live up to	02671880
live with	00668805
liven	00192836
liven up	00192836
load	01489989,01490336,02231910,01612084,00487748
load down	01483131
load up	01489989
loaf	02639606,02639075
loan	02324182
loathe	01774426
lob	01513290
lobby	02458943
localise	02695895,02692335,02509919,01711749
localize	02695895,02692335,02509919,01711749
locate	02286204,02694933,02333689,00413876
lock	01348174,01510827,00219775,01606736,01606018,01810320,01347678,02050865,01655347
lock away	01347678
lock in	01348013,01347678
lock out	02449717
lock up	01348452,01347678
locomote	01835496
lodge	02652494,01528069,00869931,02651424
lodge in	02648639
loft	02282252,01604442,01604012,00711420
log	01002481,01258828
log-in	02249147
log in	02249147
log off	02249293
log on	02249147
log out	02249293
log up	01002618
log z's	00014742
logroll	02375902
loiter	02639075
loll	02717701,02639606
loll around	02639606
lollop	01900918
lollygag	02639075
long	01828405
look	02130524,02133435,00033599,02153709,02693319,02549581,00929362,00720063,02658447,00712708
look across	02721966
look after	02167435
look around	02132420
look at	00734054,02130300
look away	02132263
look back	02132099,00696414
look backward	02132099
look down on	01828070
look for	01315613,01804961
look forward	00720497
look into	00789138,00661824
look like	02665617
look on	02128653,00689950
look out	02151966,01129064
look out on	02721966
look out over	02721966
look sharp	00459498
look to	00720617,01804961
look up	00877083
look up to	01827858
look upon	00689950
loom	02696961,02696503,02744061,01672384
loop	02044745,01673472,02044596,01523986,01286290
loose	02421374,01475536,00419375,00419137
loose off	01134375
loosen	00419375,02601996,02601808,01463792,01284908,01275516,00419137
loosen up	01479682,02602212,00027064,00026385,00025654
loot	02345288,02344568
lop	01560731,01321002
lop off	01299268
lope	01928730
lord	02398854
lord it over	02593551
lose	02287789,01099592,01795082,01503101,02287618,02197091,02288828,02288155,01113806,02127853,00204872
lose it	01784295
lose one's temper	01795428
lose sight of	02130017
lose track	00595306
lose weight	00045817
lot	02468965,02294436
louden	02190477,00461956
lounge	01528339,02639075
lounge about	02639606
lounge around	02639606
lour	00531489,00267855,00032981
louse up	02527651
love	01775164,01828736,01775535,01426397
low	01055018
lowball	00673766
lower	01973125,00531489,00267855,01574923,00032981
lower oneself	02517827
lube	01484982
lubricate	02751597,01484982,00219012
luck into	02212646
luck it	02544937
luck out	02524739
luck through	02544937
lucubrate	00955601
luff	01928154,01902246
lug	01454246,01479333
luge	01940034
lull	01763643,00558061,01764800
lumber	01925548,01258828
luminesce	02766223
lump	01385920,00657016
lunch	01185304,01185475
lunge	02062212
lurch	01924882,01864634,02097544,02639475,01103693
lure	00782527
lurk	02640053,02639075,01138204
lust	01188485
lust after	01828256
lustrate	00476538
luxate	00465762
luxuriate	01204803,01191645,00310812
lynch	02484397
lyophilise	00212236
lyophilize	00212236
lyric	01698916
lysogenize	00467015
macadamise	01603418
macadamize	01603418
macerate	00398953,00398741,00398484,00389406
machicolate	02361811
machinate	01651444,00706975
machine	01624169,01623967
machine-wash	01537114
machine gun	01136835
machine wash	01537114
macrame	01670901
maculate	01537409,00492410
madden	01787822,01787709,01787600
madder	00285593
madrigal	01732014
magnetise	00777522,00399788
magnetize	00399788,00777522
magnify	00434077,00839834,00240293
mail	01437888,01031256
mail out	01437725
maim	00090888
mainline	01199365
maintain	02681795,02280132,01184625,01016778,02204564,02203168,01065877,01017643,00896497,00732552
major	00607609
make	02560585,00120316,01617192,00770437,01645601,01621555,00730758,01646075,01640207,02289295,01619014,02621395,02022162,02674708,01653873,01755816,01654628,00556855,00012267,02396716,02355596,02020590,00665476,02582921,02598483,01733477,00276068,02075857,00074038,02748759,02748627,02745332,02665124,02621133,02134050,02051031,02021532,01755504,01664172,01428578,00891038,00838524,00698256,00698104,00562182,00562067,00545953,00107369,00072012
make a clean breast of	00817909
make a face	00034288
make a motion	00879356
make a point	02595234
make a stink	00910654
make as if	00107468
make believe	00838524
make bold	02374924
make clean	01532589
make do	02587532
make for	01629589
make full	00452512
make fun	00851933
make good	02579140
make grow	00253761
make happy	02491383
make hay	01163197
make headway	01111028
make it	02619924,02585860,02525044
make love	01426397
make merry	02491383
make no bones about	00817752
make noise	02172888
make off	02073714
make out	02193194,01064799,00626300,02617567,02587532,01426397,01426153,01020731,00931085,00757056
make over	01669285,01619725
make pass	02052476
make peace	01093587
make pure	00475183
make relaxed	00025654
make sense	02619612
make sure	02595234
make unnecessary	00549552
make up	02620587,01753465,02253456,02520730,01634424,00276068,02672540,00764902,00040928
make up one's mind	00697589
make vibrant sounds	01052936
make water	00072012
make way	02098332
make whoopie	02491383
maledict	00865958
malfunction	01525295
malign	00848169
malinger	02464132
malnourish	01179276
malt	00186001,00117878,00117757,00117624
maltreat	02516594
malversate	02292535
mambo	01897489
man	02420991,01088547
manacle	01288201
manage	02522864,02436349,02587532,02443049,02527431,02523221,01224415
mandate	02395603,00751389,00751279
manducate	01201089
maneuver	01931768,02369390,01109863
mangle	01390486,01232098,00548750,00292672
manhandle	01412089
manicure	00042641,00042479
manifest	00820976,01000878,00423075
manifold	00247702,00247390
manipulate	02536329,01211699,02576921,02351239,01803936,00080929
manoeuver	02369390,01931768,01109863
manoeuvre	02369390,01931768,01109863
mantle	02085320,01605404
manufacture	01653442,01634424,01758882,01758696
manumit	02496498
manure	02083087
map	01687876,00710606,02695709,01756149,01688114,00380698
map out	01756149
mapquest	00649033
mar	00477941,00090708
maraud	02020237
marble	01681492
marbleise	00523436
marbleize	00523436
marcel	00039385
march	01996735,02084380,01919391,02521816,01924712,02084587,01466978
march on	01992503
march out	02083923
marginalise	02377520
marginalize	02377520
marinade	00213544
marinate	00213544
mark	01588493,00921738,00651991,00612612,00508032,02508245,02118476,01551195,01275762,01062395,01004062,00800750,00662182,00657728,00190023
mark down	02320078
mark off	00234725,00662182
mark out	00234725
mark up	02319824
market	02298160,02326198,02298471,00470386
maroon	02228355,00496489
marry	02488834,02489456
marshal	01988325,01360197,00270215,02000757
martyr	01605021,00071646
martyrise	00071646
martyrize	00071646
marvel	00925490,00925735
masculinise	00566569
masculinize	00566895,00566569
mash	01593937,01037910,00331082
mask	02147603,01358328,02158587,01358855,01358737
masquerade	02147962,00837617
mass	02024168
mass-produce	01625891
massacre	00479176
massage	01232738,00064487
master	00597634,01108627,02539334,00597385
mastermind	00710005
masticate	01235667,01201089
masturbate	01430952,01430633
mat	01462928,00565592
mat up	00565592
match	02657219,02332627,01292885,02672187,00456740,02594674,01293389,01081152,00456596,00417001
mate	01428853,01292885,01114475
materialise	00344174
materialize	00344174
matriculate	02471203
matt-up	00565592
matte	00565592
matte up	00565592
matter	02645839
matter to	02678663
maturate	00250181,00248026,00096766
mature	00250181,00926156,00577998,00249969,00248026,00097179
maul	01232272,01232098
maunder	01882081,01044533,01036804
max out	02007111
maximise	00428870,00428583
maximize	00428583,00428870
mean	00955148,02635189,00931852,00708538,02742482,00730052,00708840
meander	01882814
measure	00647094,00489837,02704349,00681429
measure out	00647094
measure up	02679012
mechanise	00480751,00480569,00479598
mechanize	00480751,00480569,00479598
meddle	02539101
mediate	00760956,02691890
medicate	00084562,00084230
medicine	00084230
meditate	00630380,00704388
meet	02023107,02486932,02710402,01183573,02667900,02594674,02428924,02596113,02022804,01079480,02739480,02110082,01205696
meet up with	02022977
melanise	00280787,00280532
melanize	00280787,00280532
meld	00902807,00395841,00394813
